ncols	10								
nrows	10								
xllcorner	0								
yllcorner	0								
cellsize	50								
NODATA_value	-99999								
9002	9002	9002	9002	9002	15058	15058	15058	15058	15058
9002	9002	9002	9002	9002	15058	15058	15058	15058	15058
9002	9002	9002	9002	9002	15058	15058	15058	15058	15058
9002	9002	9002	9002	9002	15058	15058	15058	15058	15058
9002	9002	9002	9002	9002	15058	15058	15058	15058	15058
9015	9015	9015	9015	9015	15033	15033	15033	15033	15033
9015	9015	9015	9015	9015	15033	15033	15033	15033	15033
9015	9015	9015	9015	9015	15033	15033	15033	15033	15033
9015	9015	9015	9015	9015	15033	15033	15033	15033	15033
9015	9015	9015	9015	9015	15033	15033	15033	15033	15033
