id,ROW,COLUMN,ROW000,COLUMN000,GRID_ID,GRID_AREA,URB-PER,NAT-PER,WAT-PER
1102,7,95,007,095,007095,252815,0.485323,0.514677,0.000000
1269,8,94,008,094,008094,252816,1.000000,0.000000,0.000000
1270,8,95,008,095,008095,252816,0.671666,0.328334,0.000000
1436,9,93,009,093,009093,252816,0.995554,0.004446,0.000000
1437,9,94,009,094,009094,252816,1.000000,0.000000,0.000000
1438,9,95,009,095,009095,252816,0.486931,0.513069,0.000000
1604,10,93,010,093,010093,252816,1.000000,0.000000,0.000000
1605,10,94,010,094,010094,252816,0.805475,0.194525,0.000000
1606,10,95,010,095,010095,252816,0.123137,0.876863,0.000000
1771,11,92,011,092,011092,252817,0.580341,0.419659,0.000000
1772,11,93,011,093,011093,252817,0.530929,0.469067,0.000000
1773,11,94,011,094,011094,252817,0.031422,0.968578,0.000000
1950,12,103,012,103,012103,252817,0.264966,0.735034,0.000000
1951,12,104,012,104,012104,252817,0.414525,0.585475,0.000000
1952,12,105,012,105,012105,252817,0.137384,0.862616,0.000000
1953,12,106,012,106,012106,252817,0.096694,0.903302,0.000000
2116,13,101,013,101,013101,252817,0.082676,0.917324,0.000000
2117,13,102,013,102,013102,252817,0.615955,0.384049,0.000000
2118,13,103,013,103,013103,252817,0.828829,0.171171,0.000000
2119,13,104,013,104,013104,252817,0.941768,0.058232,0.000000
2120,13,105,013,105,013105,252817,0.786577,0.213423,0.000000
2121,13,106,013,106,013106,252817,0.328530,0.671470,0.000000
2271,14,88,014,088,014088,252818,0.806628,0.193368,0.000000
2272,14,89,014,089,014089,252818,0.010933,0.989067,0.000000
2276,14,93,014,093,014093,252818,0.012907,0.987090,0.000000
2277,14,94,014,094,014094,252818,0.022589,0.977407,0.000000
2278,14,95,014,095,014095,252818,0.099146,0.900850,0.000000
2437,15,86,015,086,015086,252818,1.000000,0.000000,0.000000
2438,15,87,015,087,015087,252818,0.954572,0.045424,0.000000
2439,15,88,015,088,015088,252818,0.892112,0.107892,0.000000
2440,15,89,015,089,015089,252818,0.742807,0.257193,0.000000
2441,15,90,015,090,015090,252818,0.812399,0.187605,0.000000
2442,15,91,015,091,015091,252818,0.842578,0.157422,0.000000
2443,15,92,015,092,015092,252818,0.910208,0.089792,0.000000
2444,15,93,015,093,015093,252818,0.989593,0.010411,0.000000
2445,15,94,015,094,015094,252818,0.874305,0.125699,0.000000
2446,15,95,015,095,015095,252818,0.745497,0.254503,0.000000
2601,16,82,016,082,016082,252818,0.997378,0.002618,0.000000
2603,16,84,016,084,016084,252818,1.000000,0.000000,0.000000
2604,16,85,016,085,016085,252818,1.000000,0.000000,0.000000
2605,16,86,016,086,016086,252818,1.000000,0.000000,0.000000
2606,16,87,016,087,016087,252818,0.920658,0.079338,0.000000
2607,16,88,016,088,016088,252818,1.000000,0.000000,0.000000
2608,16,89,016,089,016089,252818,1.000000,0.000000,0.000000
2609,16,90,016,090,016090,252818,1.000000,0.000000,0.000000
2610,16,91,016,091,016091,252818,1.000000,0.000000,0.000000
2611,16,92,016,092,016092,252818,1.000000,0.000000,0.000000
2612,16,93,016,093,016093,252818,1.000000,0.000000,0.000000
2613,16,94,016,094,016094,252818,1.000000,0.000000,0.000000
2614,16,95,016,095,016095,252818,0.419978,0.580022,0.000000
2720,17,33,017,033,017033,252814,0.995847,0.004153,0.000000
2721,17,34,017,034,017034,252814,0.979574,0.020418,0.000000
2768,17,81,017,081,017081,252819,1.000000,0.000000,0.000000
2769,17,82,017,082,017082,252819,0.992841,0.007159,0.000000
2770,17,83,017,083,017083,252819,1.000000,0.000000,0.000000
2771,17,84,017,084,017084,252819,0.985187,0.014809,0.000000
2772,17,85,017,085,017085,252819,1.000000,0.000000,0.000000
2773,17,86,017,086,017086,252819,0.858310,0.141686,0.000000
2774,17,87,017,087,017087,252819,0.686432,0.313564,0.000000
2775,17,88,017,088,017088,252819,1.000000,0.000000,0.000000
2776,17,89,017,089,017089,252819,1.000000,0.000000,0.000000
2777,17,90,017,090,017090,252819,1.000000,0.000000,0.000000
2778,17,91,017,091,017091,252819,1.000000,0.000000,0.000000
2779,17,92,017,092,017092,252819,1.000000,0.000000,0.000000
2780,17,93,017,093,017093,252819,1.000000,0.000000,0.000000
2781,17,94,017,094,017094,252819,0.991876,0.008120,0.000000
2782,17,95,017,095,017095,252819,0.099403,0.900597,0.000000
2887,18,32,018,032,018032,252814,0.249084,0.750916,0.000000
2888,18,33,018,033,018033,252814,0.942068,0.057932,0.000000
2889,18,34,018,034,018034,252814,0.998936,0.001064,0.000000
2890,18,35,018,035,018035,252814,0.983268,0.016724,0.000000
2891,18,36,018,036,018036,252814,0.926891,0.073109,0.000000
2892,18,37,018,037,018037,252815,0.984170,0.015830,0.000000
2893,18,38,018,038,018038,252815,1.000000,0.000000,0.000000
2894,18,39,018,039,018039,252815,0.994684,0.005316,0.000000
2897,18,42,018,042,018042,252815,0.988047,0.011953,0.000000
2898,18,43,018,043,018043,252816,0.989866,0.010130,0.000000
2899,18,44,018,044,018044,252816,1.000000,0.000000,0.000000
2935,18,80,018,080,018080,252819,0.991967,0.008033,0.000000
2936,18,81,018,081,018081,252819,1.000000,0.000000,0.000000
2937,18,82,018,082,018082,252819,1.000000,0.000000,0.000000
2938,18,83,018,083,018083,252819,0.890163,0.109837,0.000000
2939,18,84,018,084,018084,252819,0.585684,0.414316,0.000000
2940,18,85,018,085,018085,252819,0.999403,0.000597,0.000000
2941,18,86,018,086,018086,252819,0.283108,0.716892,0.000000
2942,18,87,018,087,018087,252819,0.001796,0.998204,0.000000
2943,18,88,018,088,018088,252819,0.166514,0.833486,0.000000
2944,18,89,018,089,018089,252819,0.467133,0.532867,0.000000
2945,18,90,018,090,018090,252819,0.786590,0.213410,0.000000
2946,18,91,018,091,018091,252819,0.995491,0.004509,0.000000
2947,18,92,018,092,018092,252819,1.000000,0.000000,0.000000
2948,18,93,018,093,018093,252819,1.000000,0.000000,0.000000
2949,18,94,018,094,018094,252819,0.762581,0.237415,0.000000
3056,19,33,019,033,019033,252814,0.541730,0.458274,0.000000
3057,19,34,019,034,019034,252814,0.979428,0.020572,0.000000
3058,19,35,019,035,019035,252815,0.941507,0.058493,0.000000
3059,19,36,019,036,019036,252815,0.944078,0.055918,0.000000
3060,19,37,019,037,019037,252815,0.595218,0.404778,0.000000
3061,19,38,019,038,019038,252815,0.529613,0.470387,0.000000
3062,19,39,019,039,019039,252815,1.000000,0.000000,0.000000
3063,19,40,019,040,019040,252815,0.995321,0.004683,0.000000
3064,19,41,019,041,019041,252816,0.996408,0.003592,0.000000
3065,19,42,019,042,019042,252816,0.973190,0.026810,0.000000
3066,19,43,019,043,019043,252816,0.973783,0.026217,0.000000
3067,19,44,019,044,019044,252816,0.991460,0.008540,0.000000
3068,19,45,019,045,019045,252816,0.460873,0.539127,0.000000
3071,19,48,019,048,019048,252817,0.631773,0.368227,0.000000
3103,19,80,019,080,019080,252819,0.963144,0.036860,0.000000
3104,19,81,019,081,019081,252819,1.000000,0.000000,0.000000
3105,19,82,019,082,019082,252819,1.000000,0.000000,0.000000
3106,19,83,019,083,019083,252819,0.867316,0.132684,0.000000
3107,19,84,019,084,019084,252819,0.169137,0.830863,0.000000
3108,19,85,019,085,019085,252819,0.497332,0.502668,0.000000
3114,19,91,019,091,019091,252819,0.090021,0.909983,0.000000
3115,19,92,019,092,019092,252819,0.262476,0.737524,0.000000
3116,19,93,019,093,019093,252819,0.597321,0.402679,0.000000
3117,19,94,019,094,019094,252819,0.371720,0.628283,0.000000
3225,20,34,020,034,020034,252815,0.216740,0.783260,0.000000
3226,20,35,020,035,020035,252815,0.534161,0.465839,0.000000
3227,20,36,020,036,020036,252815,0.207567,0.792433,0.000000
3228,20,37,020,037,020037,252815,0.764393,0.235611,0.000000
3229,20,38,020,038,020038,252815,0.911635,0.088369,0.000000
3230,20,39,020,039,020039,252816,1.000000,0.000000,0.000000
3231,20,40,020,040,020040,252816,1.000000,0.000000,0.000000
3232,20,41,020,041,020041,252816,0.992073,0.007931,0.000000
3233,20,42,020,042,020042,252816,0.984423,0.015577,0.000000
3234,20,43,020,043,020043,252816,0.965370,0.034634,0.000000
3235,20,44,020,044,020044,252816,0.991195,0.008801,0.000000
3236,20,45,020,045,020045,252817,0.800286,0.199714,0.000000
3237,20,46,020,046,020046,252817,0.011795,0.988201,0.000000
3238,20,47,020,047,020047,252817,0.018476,0.981524,0.000000
3239,20,48,020,048,020048,252817,0.948128,0.051868,0.000000
3240,20,49,020,049,020049,252817,1.000000,0.000000,0.000000
3269,20,78,020,078,020078,252819,0.070952,0.929048,0.000000
3270,20,79,020,079,020079,252820,0.079677,0.920323,0.000000
3271,20,80,020,080,020080,252820,0.809540,0.190460,0.000000
3272,20,81,020,081,020081,252820,1.000000,0.000000,0.000000
3273,20,82,020,082,020082,252820,0.993090,0.006910,0.000000
3274,20,83,020,083,020083,252820,0.283937,0.716063,0.000000
3395,21,36,021,036,021036,252815,0.109535,0.890465,0.000000
3396,21,37,021,037,021037,252816,0.967012,0.032988,0.000000
3397,21,38,021,038,021038,252816,0.988581,0.011415,0.000000
3398,21,39,021,039,021039,252816,1.000000,0.000000,0.000000
3399,21,40,021,040,021040,252816,0.986504,0.013496,0.000000
3400,21,41,021,041,021041,252816,1.000000,0.000000,0.000000
3401,21,42,021,042,021042,252816,0.972537,0.027463,0.000000
3402,21,43,021,043,021043,252817,1.000000,0.000000,0.000000
