ROW,COLUMN,ROW000,COLUMN000,GRID_ID,drainlen
86,62,086,062,086062,175
86,63,086,063,086063,513
86,64,086,064,086064,619
86,65,086,065,086065,362
101,64,101,064,101064,475
101,65,101,065,101065,706
86,69,086,069,086069,508
43,100,043,100,043100,363
29,88,029,088,029088,500
43,101,043,101,043101,648
43,102,043,102,043102,536
29,94,029,094,029094,500
101,79,101,079,101079,28
101,80,101,080,101080,617
29,101,029,101,029101,163
29,102,029,102,029102,449
43,118,043,118,043118,96
43,119,043,119,043119,529
29,107,029,107,029107,10
43,120,043,120,043120,531
29,108,029,108,029108,524
43,121,043,121,043121,633
29,109,029,109,029109,387
57,70,057,070,057070,506
43,122,043,122,043122,513
101,92,101,092,101092,524
43,123,043,123,043123,525
101,93,101,093,101093,846
43,124,043,124,043124,543
101,94,101,094,101094,507
43,125,043,125,043125,468
101,95,101,095,101095,509
29,114,029,114,029114,523
101,96,101,096,101096,305
29,115,029,115,029115,513
86,99,086,099,086099,505
29,116,029,116,029116,505
29,117,029,117,029117,285
29,120,029,120,029120,385
29,121,029,121,029121,619
29,122,029,122,029122,46
29,123,029,123,029123,193
29,124,029,124,029124,579
29,125,029,125,029125,679
29,126,029,126,029126,571
29,127,029,127,029127,616
29,128,029,128,029128,290
29,132,029,132,029132,530
57,93,057,093,057093,516
86,117,086,117,086117,517
101,116,101,116,101116,583
86,118,086,118,086118,608
72,21,072,021,072021,370
72,22,072,022,072022,149
29,142,029,142,029142,298
29,143,029,143,029143,572
29,144,029,144,029144,369
29,146,029,146,029146,249
29,147,029,147,029147,527
57,108,057,108,057108,52
101,130,101,130,101130,371
57,109,057,109,057109,472
101,131,101,131,101131,318
44,7,044,007,044007,417
44,8,044,008,044008,210
30,27,030,027,030027,519
30,28,030,028,030028,582
30,29,030,029,030029,1090
30,30,030,030,030030,983
30,31,030,031,030031,764
72,52,072,052,072052,86
72,53,072,053,072053,435
101,151,101,151,101151,477
101,152,101,152,101152,511
101,153,101,153,101153,360
30,43,030,043,030043,604
30,44,030,044,030044,659
30,45,030,045,030045,33
30,46,030,046,030046,372
72,65,072,065,072065,87
30,47,030,047,030047,549
72,66,072,066,072066,490
30,48,030,048,030048,510
30,49,030,049,030049,502
30,50,030,050,030050,513
87,31,087,031,087031,574
30,51,030,051,030051,261
87,32,087,032,087032,236
30,53,030,053,030053,23
30,54,030,054,030054,652
30,55,030,055,030055,120
44,42,044,042,044042,241
44,43,044,043,044043,608
87,39,087,039,087039,595
44,44,044,044,044044,491
102,49,102,049,102049,320
58,22,058,022,058022,159
58,23,058,023,058023,662
58,24,058,024,058024,575
58,25,058,025,058025,690
58,26,058,026,058026,434
58,28,058,028,058028,565
30,76,030,076,030076,33
87,57,087,057,087057,141
58,29,058,029,058029,578
30,77,030,077,030077,604
87,58,087,058,087058,547
58,30,058,030,058030,692
58,31,058,031,058031,143
87,60,087,060,087060,43
72,99,072,099,072099,541
87,61,087,061,087061,527
87,62,087,062,087062,369
102,63,102,063,102063,119
102,64,102,064,102064,574
102,65,102,065,102065,542
44,71,044,071,044071,534
30,88,030,088,030088,500
87,69,087,069,087069,503
30,94,030,094,030094,500
72,117,072,117,072117,208
102,80,102,080,102080,153
30,101,030,101,030101,508
44,88,044,088,044088,536
30,105,030,105,030105,298
30,106,030,106,030106,526
30,107,030,107,030107,513
102,91,102,091,102091,663
102,92,102,092,102092,1048
102,93,102,093,102093,106
102,96,102,096,102096,304
44,101,044,101,044101,536
102,97,102,097,102097,533
58,70,058,070,058070,505
87,99,087,099,087099,505
30,132,030,132,030132,545
102,116,102,116,102116,142
102,117,102,117,102117,429
87,118,087,118,087118,646
87,119,087,119,087119,51
44,125,044,125,044125,225
58,93,058,093,058093,570
44,126,044,126,044126,572
44,127,044,127,044127,578
44,128,044,128,044128,239
73,21,073,021,073021,552
30,147,030,147,030147,193
30,148,030,148,030148,557
30,149,030,149,030149,35
87,129,087,129,087129,83
87,130,087,130,087130,166
102,131,102,131,102131,376
102,132,102,132,102132,415
102,135,102,135,102135,170
102,136,102,136,102136,19
58,108,058,108,058108,519
31,26,031,026,031026,102
31,27,031,027,031027,60
31,28,031,028,031028,961
102,142,102,142,102142,470
102,143,102,143,102143,576
31,29,031,029,031029,647
102,144,102,144,102144,509
31,30,031,030,031030,86
102,145,102,145,102145,549
31,31,031,031,031031,416
102,146,102,146,102146,699
31,32,031,032,031032,864
102,147,102,147,102147,533
31,33,031,033,031033,629
102,148,102,148,102148,546
31,34,031,034,031034,722
102,149,102,149,102149,511
31,35,031,035,031035,157
102,150,102,150,102150,568
102,151,102,151,102151,225
73,49,073,049,073049,264
73,50,073,050,073050,536
73,51,073,051,073051,534
31,41,031,041,031041,493
73,52,073,052,073052,587
31,42,031,042,031042,503
31,43,031,043,031043,495
45,6,045,006,045006,110
45,7,045,007,045007,634
31,51,031,051,031051,249
88,30,088,030,088030,34
31,52,031,052,031052,522
88,31,088,031,088031,530
31,53,031,053,031053,525
31,54,031,054,031054,522
31,55,031,055,031055,599
73,66,073,066,073066,561
31,56,031,056,031056,569
31,57,031,057,031057,502
31,58,031,058,031058,316
88,39,088,039,088039,430
88,40,088,040,088040,298
103,63,103,063,103063,590
31,77,031,077,031077,399
88,55,088,055,088055,125
103,65,103,065,103065,341
88,56,088,056,088056,572
31,78,031,078,031078,387
88,57,088,057,088057,567
45,42,045,042,045042,801
59,27,059,027,059027,985
59,28,059,028,059028,646
59,29,059,029,059029,115
31,88,031,088,031088,500
73,99,073,099,073099,24
73,100,073,100,073100,518
88,69,088,069,088069,510
31,94,031,094,031094,508
31,101,031,101,031101,605
103,90,103,090,103090,518
103,91,103,091,103091,43
103,92,103,092,103092,23
31,105,031,105,031105,558
103,93,103,093,103093,600
31,106,031,106,031106,474
103,94,103,094,103094,523
73,117,073,117,073117,382
31,107,031,107,031107,500
73,118,073,118,073118,509
31,108,031,108,031108,501
73,119,073,119,073119,387
31,109,031,109,031109,562
103,97,103,097,103097,80
31,110,031,110,031110,530
45,70,045,070,045070,58
103,98,103,098,103098,560
31,111,031,111,031111,516
45,71,045,071,045071,473
31,112,031,112,031112,565
31,113,031,113,031113,540
31,114,031,114,031114,542
31,115,031,115,031115,25
31,118,031,118,031118,378
31,119,031,119,031119,521
88,98,088,098,088098,497
31,120,031,120,031120,94
59,70,059,070,059070,504
45,88,045,088,045088,363
45,89,045,089,045089,170
103,117,103,117,103117,551
31,132,031,132,031132,611
88,119,088,119,088119,676
45,101,045,101,045101,517
103,132,103,132,103132,211
103,133,103,133,103133,524
103,134,103,134,103134,683
103,135,103,135,103135,956
59,93,059,093,059093,97
88,126,088,126,088126,575
103,136,103,136,103136,862
59,94,059,094,059094,473
88,127,088,127,088127,586
103,137,103,137,103137,646
88,128,088,128,088128,599
103,138,103,138,103138,541
88,129,088,129,088129,455
88,130,088,130,088130,165
103,139,103,139,103139,511
74,21,074,021,074021,243
103,140,103,140,103140,518
103,141,103,141,103141,535
103,142,103,142,103142,62
103,146,103,146,103146,591
32,27,032,027,032027,85
59,108,059,108,059108,587
32,28,032,028,032028,511
32,32,032,032,032032,547
32,33,032,033,032033,604
32,34,032,034,032034,120
32,35,032,035,032035,491
32,36,032,036,032036,480
32,37,032,037,032037,539
32,38,032,038,032038,770
32,39,032,039,032039,661
32,40,032,040,032040,528
32,41,032,041,032041,450
